,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
1943,5240,171,204,58.3,1809,597,1212,0,119,52,0,9905,"63,393",13.6
1944,5241,591,951,52.3,4385,2210,2175,0,497,94,0,29484,"188,700",40.6
1945,5242,423,671,52.2,4163,1598,1457,1108,350,72,1,20281,"129,798",27.9
1946,5243,217,351,47.9,1847,816,1031,0,168,49,0,14019,"89,720",19.3
1947,5244,1126,1776,54.4,7409,4325,3084,0,966,160,0,58914,"377,047",81.0
1948,5245,756,1310,48.0,5454,2951,2247,256,629,126,1,37860,"242,306",52.0
1949,5250,860,1536,48.2,5736,3455,2281,0,740,120,0,33878,"216,820",46.9
1950,5251,4430,7268,52.4,29978,18686,10721,571,3809,618,3,128101,"819,845",173.5
1951,5252,1493,2924,46.8,8218,6016,2202,0,1367,126,0,54378,"348,021",73.5
1952,5253,4417,9757,41.2,37026,17624,7943,11459,4024,390,3,227435,"1,455,583",308.2
1953,5254,876,1215,64.0,24621,3462,2263,18896,778,93,5,69529,"444,985",94.4
1954,5255,2817,4424,56.8,17069,11151,5525,393,2514,301,2,125067,"800,426",169.0
1955,5256,584,1202,45.5,2669,2204,465,0,547,37,0,22141,"141,700",29.9
1956,5259,409,805,45.2,3094,1699,936,459,364,43,2,38218,"244,597",51.5
1957,5260,471,951,45.4,129795,1736,821,127238,432,38,1,35596,"227,815",48.1
1958,5261,65,211,28.4,399,283,116,0,60,5,0,18928,"121,137",25.5
1959,5262,77,207,30.9,640,383,257,0,64,13,0,19005,"121,635",23.9
1960,5263,38,85,32.9,656,159,497,0,28,10,0,8511,"54,469",10.7
1961,5264,349,681,46.1,2160,1448,712,0,314,35,0,28295,"181,085",38.3
1962,5265,91,237,34.2,6508,392,207,5909,81,9,1,15246,"97,572",20.6
1963,5266,159,313,45.0,1021,702,319,0,141,18,0,20180,"129,150",27.2
1964,5267,428,902,42.4,2686,1882,804,0,382,46,0,56613,"362,320",71.1
1965,5268,759,1587,42.8,4823,3207,1478,138,679,79,1,67228,"430,258",84.4
1966,5269,47,116,33.6,324,217,107,0,39,8,0,9653,"61,780",13.0
1967,5270,147,263,49.8,908,625,283,0,131,16,0,20996,"134,377",26.3
1968,5271,1406,3546,35.2,14091,6344,3078,4669,1249,156,1,124056,"793,960",155.9
1969,5272,143,424,30.2,913,625,288,0,128,15,0,30795,"197,091",38.6
1970,5273,13,66,19.7,53,53,0,0,13,0,0,4795,"30,689",6.0
1971,5275,611,1781,31.7,3506,2587,919,0,564,47,0,53963,"345,364",67.7
1972,5276,415,1619,22.9,2561,1775,786,0,371,44,0,30211,"193,348",38.0
1973,5277,517,1360,34.0,3540,2240,1300,0,463,54,0,59216,"378,985",74.6
1974,5278,91,250,32.8,550,401,149,0,82,9,0,13317,"85,227",16.7
1975,5279,95,252,35.3,545,400,145,0,89,6,0,6536,"41,830",8.2
1976,5280,1570,3955,36.9,8869,6982,1887,0,1461,109,0,119398,"764,150",150.0
1977,5290,3092,11678,24.3,19298,12963,5706,629,2842,249,1,0,0,0.0
1978,5291,1690,4245,34.2,12828,7522,4734,572,1452,236,2,115931,"741,960",145.3
1979,5301,132,387,32.0,780,608,172,0,124,8,0,26826,"171,687",36.2
1980,5302,201,461,38.6,1167,788,379,0,178,23,0,25861,"165,509",34.9
1981,5303,38,102,30.4,453,152,115,186,31,6,1,9659,"61,820",14.1
1982,5304,137,418,31.3,703,576,127,0,131,6,0,22674,"145,111",33.0
1983,5306,15,33,,75,75,0,0,15,0,0,3524,"22,556",4.8
1984,5307,157,311,47.3,839,649,190,0,147,10,0,16472,"105,420",22.2
1985,5308,29,84,33.3,148,137,11,0,28,1,0,7872,"50,380",10.9
1986,5309,25,91,24.2,133,99,34,0,22,3,0,7715,"49,379",10.7
1987,5310,7,79,7.6,39,28,11,0,6,1,0,2984,"19,095",4.1
1988,5311,66,213,30.5,319,306,13,0,65,1,0,25725,"164,640",37.4
1989,5320,377,1311,26.1,14367,1571,794,12002,342,33,2,24203,"154,896",33.7
1990,5321,124,324,32.4,2111,477,314,1320,105,13,6,9926,"63,524",13.8
1991,5322,263,536,45.3,2733,1112,374,1247,243,18,2,18581,"118,921",25.8
1992,5330,994,1616,53.9,6461,3743,2521,197,871,122,1,58998,"377,586",82.2
1993,5331,106,167,54.5,725,410,315,0,91,15,0,6772,"43,340",9.4
1994,5332,131,239,51.9,1165,574,156,435,124,5,2,8789,"56,249",12.2
1995,5333,1611,2624,54.6,14239,6690,4019,3530,1434,161,16,101585,"650,141",141.6
1996,5340,396,680,50.7,9821,1697,949,7175,345,43,8,24422,"156,299",35.6
1997,5341,1970,3477,49.0,18238,8559,5846,3833,1703,249,18,109275,"699,359",159.8
1998,5342,314,501,51.9,5315,1369,844,3102,260,48,6,21573,"138,068",31.4
1999,5343,1191,2289,45.1,10680,5150,3651,1879,1032,156,3,66307,"424,366",97.1
2000,5344,214,445,41.6,1577,1035,542,0,185,29,0,24262,"155,275",35.3
2001,5345,948,1740,48.8,6246,4265,1553,428,849,97,2,45855,"293,474",63.8
2002,5346,84,164,47.0,544,398,146,0,77,7,0,5960,"38,147",8.3
2003,5350,167,192,66.7,1408,605,803,0,128,39,0,8854,"56,663",12.3
2004,5351,1641,2443,60.0,8988,6433,2555,0,1466,175,0,72516,"464,102",100.9
2005,5352,1433,2415,50.8,13845,5371,4433,4041,1227,200,6,81612,"522,316",113.8
2006,5353,1063,2129,44.2,17648,4081,2340,11227,941,118,4,82186,"525,989",114.7
2007,5354,200,456,41.7,1923,709,325,889,190,9,1,13231,"84,681",18.4
2008,5355,2158,3672,52.0,15213,8380,5594,1239,1910,245,3,116060,"742,782",162.0
2009,5356,204,529,36.3,1075,895,180,0,192,12,0,18210,"116,545",25.3
2010,5357,213,621,30.9,3072,828,634,1610,192,19,2,12535,"80,225",17.4
2011,5360,306,448,60.9,1760,1200,560,0,273,33,0,12842,"82,186",17.9
2012,5371,373,441,71.9,2817,1469,1164,184,317,55,1,28262,"180,877",39.5
2013,5372,649,1050,55.6,3795,2817,978,0,584,65,0,23723,"151,829",33.0
2014,5373,940,1678,52.4,5478,3589,1240,649,880,59,1,50476,"323,045",70.3
2015,5374,401,775,47.2,2613,1642,971,0,366,35,0,44398,"284,147",61.7
2016,5381,102,212,44.8,13773,380,149,13244,95,5,2,14347,"91,822",19.9
2017,5400,258,310,73.5,1763,1105,427,231,228,29,1,21580,"138,113",29.9
2018,5401,183,341,49.6,1021,749,272,0,169,14,0,17082,"109,323",23.8
2019,5410,78,158,43.7,476,283,193,0,69,9,0,6873,"43,985",9.5
2020,5411,78,123,59.3,398,308,90,0,73,5,0,6796,"43,493",9.4
2021,5412,338,623,49.6,1846,1200,646,0,309,29,0,23141,"148,100",32.2
2022,5413,217,456,43.4,1155,838,317,0,198,19,0,27635,"176,865",38.4
2023,5414,30,82,35.4,137,124,13,0,29,1,0,6269,"40,124",8.7
2024,5415,58,169,30.2,362,248,114,0,51,7,0,8015,"51,299",11.2
2025,5416,60,113,48.7,309,251,58,0,55,5,0,6701,"42,883",9.3
2026,5417,374,836,41.3,2136,1591,545,0,345,29,0,40482,"259,085",56.3
2027,5418,29,77,37.7,126,126,0,0,29,0,0,4766,"30,503",6.6
2028,5419,56,118,44.9,299,265,34,0,53,3,0,11127,"71,211",15.5
2029,5420,23,42,,106,85,21,0,21,2,0,6712,"42,954",9.3
2030,5421,26,91,28.6,130,130,0,0,26,0,0,4149,"26,553",5.8
2031,5422,440,1086,37.7,7725,1636,456,5633,409,30,1,36220,"231,810",50.5
2032,5431,270,483,51.6,1612,1086,526,0,249,21,0,27059,"173,180",37.6
2033,5432,62,75,81.3,255,238,17,0,61,1,0,5834,"37,337",8.9
2034,5433,436,749,56.5,2096,1845,251,0,423,13,0,23958,"153,332",36.8
2035,5434,105,487,20.3,505,394,111,0,99,6,0,11178,"71,541",17.2
2036,5440,36,96,24.0,340,93,247,0,23,13,0,14009,"89,659",21.9
2037,5451,217,443,44.5,1251,827,424,0,197,20,0,7989,"51,127",11.1
2038,5452,119,196,49.0,1029,433,596,0,96,23,0,8674,"55,511",12.0
2039,5453,1271,2428,45.4,8841,5129,3712,0,1102,169,0,81822,"523,663",113.8
2040,5454,78,194,36.6,495,340,155,0,71,7,0,13942,"89,228",19.4
2041,5455,11,23,,49,49,0,0,11,0,0,3092,"19,789",4.3
2042,5460,191,307,58.0,1300,787,513,0,178,13,0,20586,"131,749",28.6
2043,5461,697,1140,55.4,4305,2560,1342,403,632,64,1,51615,"330,338",72.0
2044,5462,134,232,56.5,648,574,74,0,131,3,0,8383,"53,652",11.7
2045,5464,120,314,35.0,714,521,193,0,110,10,0,24552,"157,131",34.1
2046,5470,31,78,35.9,155,112,43,0,28,3,0,4901,"31,368",6.8
2047,5471,15,36,,110,61,49,0,13,2,0,4140,"26,496",5.7
2048,5472,52,91,51.6,316,232,84,0,47,5,0,5355,"34,275",7.4
2049,5473,217,402,49.0,1088,796,292,0,197,20,0,18601,"119,049",25.9
2050,5480,293,427,63.5,1581,1115,466,0,271,22,0,18865,"120,737",26.2
2051,5481,187,362,46.1,1088,733,355,0,167,20,0,16221,"103,817",22.5
2052,5482,147,317,43.2,858,621,237,0,137,10,0,16692,"106,829",23.2
2053,5483,85,189,43.4,424,343,81,0,82,3,0,9936,"63,591",13.8
2054,5485,185,282,61.7,986,824,162,0,174,11,0,12943,"82,837",18.0
2055,5490,48,98,44.9,276,200,76,0,44,4,0,6645,"42,525",9.2
2056,5491,539,967,48.7,3472,2052,1420,0,471,68,0,41323,"264,470",57.6
2057,5493,27,52,48.1,2762,91,10,2661,25,1,1,1834,"11,735",2.5
2058,5495,234,492,45.3,10130,1051,147,8932,223,10,1,13505,"86,434",18.8
2059,5501,2531,3329,63.0,17976,10034,7942,0,2098,433,0,181124,"1,159,191",251.6
2060,5502,426,635,61.7,2567,1679,888,0,392,34,0,38815,"248,414",53.9
2061,5510,34,63,50.8,147,120,27,0,32,2,0,3653,"23,382",5.1
2062,5520,153,341,41.6,762,582,180,0,142,11,0,20989,"134,330",29.1
2063,5521,42,93,44.1,179,165,14,0,41,1,0,4854,"31,064",6.7
2064,5522,643,1387,43.9,3075,2452,623,0,609,34,0,28315,"181,214",39.4
2065,5523,457,958,45.5,2409,1942,357,110,436,20,1,42147,"269,741",58.6
2066,5540,3522,7835,41.8,35308,14195,4464,16649,3275,242,5,173256,"1,108,837",241.5
2067,5550,229,491,37.3,22806,814,1978,20014,183,38,8,41857,"267,883",58.4
2068,5552,80,177,40.7,469,368,101,0,72,8,0,18432,"117,966",25.6
2069,5554,1296,2527,46.2,19964,5440,2373,12151,1167,126,3,80018,"512,116",111.5
2070,5555,176,257,68.1,736,726,10,0,175,1,0,17070,"109,246",23.7
2071,5556,1570,3135,47.1,8013,6388,1475,150,1477,92,1,60510,"387,266",84.2
2072,5558,2018,3571,53.3,9888,8012,1726,150,1903,114,1,79243,"507,154",110.4
2073,5560,145,219,61.2,801,600,201,0,134,11,0,14754,"94,426",20.5
2074,5570,257,544,45.2,1111,914,197,0,246,11,0,13985,"89,507",19.4
2075,5571,747,1607,44.1,3425,2812,613,0,709,38,0,45021,"288,135",62.5
2076,5572,48,72,62.5,231,189,42,0,45,3,0,6299,"40,311",8.7
2077,5573,772,1527,46.3,4011,2973,1038,0,707,65,0,63248,"404,788",87.9
2078,5575,1153,2331,47.2,5055,4261,794,0,1100,53,0,65992,"422,348",86.0
2079,5576,351,648,50.5,1701,1317,384,0,327,24,0,25045,"160,290",32.7
2080,5577,200,731,26.0,1056,834,222,0,190,10,0,20211,"129,350",26.4
2081,5580,127,409,30.3,608,564,44,0,124,3,0,13301,"85,129",18.7
2082,5581,327,897,34.8,1481,1224,257,0,312,15,0,14401,"92,167",20.3
2083,5582,308,552,52.9,1458,1111,347,0,292,16,0,13185,"84,386",18.6
2084,5583,435,973,41.8,2128,1561,567,0,407,28,0,22480,"143,870",29.3
2085,5600,1839,2890,59.2,12048,7168,2760,2120,1712,126,1,66750,"427,197",90.4
2086,5601,83,457,16.8,6379,347,70,5962,77,5,1,27832,"178,127",38.8
2087,5602,424,1132,34.2,2365,1690,675,0,387,37,0,32476,"207,849",43.8
2088,5603,137,329,38.0,774,522,252,0,125,12,0,14623,"93,586",19.7
2089,5604,77,233,32.2,346,322,24,0,75,2,0,6496,"41,576",8.8
2090,5605,557,1076,49.2,2662,2193,469,0,529,28,0,34014,"217,690",46.0
2091,5606,2726,6823,36.8,16932,11360,4993,579,2511,212,3,149682,"957,964",203.0
2092,5607,1321,2957,41.4,7383,5882,1501,0,1224,97,0,117224,"750,233",158.2
2093,5608,2380,6945,32.4,12398,9603,2795,0,2249,131,0,110858,"709,490",154.5
2094,5609,360,1082,29.9,2032,1561,471,0,324,36,0,16193,"103,636",22.5
2095,5630,28,83,30.1,147,111,36,0,25,3,0,4621,"29,572",6.2
2096,5631,301,460,58.7,2124,1277,631,216,270,30,1,27922,"178,698",37.7
2097,5632,50,105,46.7,259,246,13,0,49,1,0,10466,"66,979",14.1
2098,5633,57,162,30.9,460,238,222,0,50,7,0,14328,"91,698",19.3
2099,5640,306,590,47.1,1841,1318,523,0,278,28,0,25590,"163,778",34.6
2100,5641,260,574,40.6,1750,1089,661,0,233,27,0,38400,"245,760",51.8
2101,5642,52,136,36.0,296,235,61,0,49,3,0,16979,"108,666",22.9
2102,5650,27,143,18.2,138,123,15,0,26,1,0,10706,"68,517",14.4
2103,5651,28,47,,158,118,40,0,25,3,0,3507,"22,448",4.7
2104,5652,164,376,35.1,1645,653,549,443,132,30,2,19576,"125,286",26.4
2105,5653,14,40,,68,68,0,0,14,0,0,3965,"25,374",5.3
2106,5654,59,158,35.4,266,215,51,0,56,3,0,12082,"77,328",9.1
2107,5655,19,46,,99,77,22,0,18,1,0,4298,"27,507",3.2
2108,5660,6,20,,33,33,0,0,6,0,0,2393,"15,314",1.8
2109,5661,26,75,30.7,183,115,68,0,23,3,0,5307,"33,964",4.0
2110,5670,139,324,36.7,955,609,346,0,119,20,0,13549,"86,712",18.3
2111,5671,50,207,20.3,301,200,101,0,42,8,0,8040,"51,453",6.1
2112,5680,705,2225,28.6,7639,2982,1273,3384,636,68,1,46553,"297,937",35.2
2113,5690,708,2048,31.2,4641,3036,1605,0,639,69,0,67193,"430,037",50.9
2114,5700,2402,5670,38.8,264291,9736,4315,250240,2202,195,5,127611,"816,707",197.0
2115,5701,13,19,,156,55,101,0,8,5,0,1522,"9,743",2.4
2116,5710,693,911,70.0,3743,2859,884,0,638,55,0,23190,"148,417",35.8
2117,5713,4,7,,138014,7,32,137975,1,2,1,2352,"15,051",3.6
2118,5717,13,4,,170,44,126,0,6,7,0,3580,"22,910",5.5
2119,5719,17,8,,188,22,166,0,10,7,0,6352,"40,651",9.7
2120,5720,11,257,1.9,117,16,101,0,5,6,0,18754,"120,024",29.1
2121,5722,21,754,2.4,192,85,107,0,18,3,0,10778,"68,981",16.7
2122,5723,64,1338,2.8,2293,247,1046,1000,38,25,1,25472,"163,021",40.1
2123,5724,6,331,1.8,29,29,0,0,6,0,0,1928,"12,338",3.1
2124,5725,310,1841,15.2,2522,1981,541,0,279,31,0,49213,"314,963",76.5
2125,5730,22,82,20.7,139,75,64,0,17,5,0,4496,"28,776",6.9
2126,5731,57,327,5.5,2218,111,1928,179,18,38,1,15320,"98,048",24.5
2127,5732,74,148,43.9,445,212,233,0,65,9,0,7801,"49,924",12.0
2128,5733,21,179,5.0,252,31,221,0,9,12,0,5254,"33,625",8.4
2129,5734,6,136,0.7,123,10,113,0,1,5,0,3070,"19,648",4.9
2130,6000,521,1726,24.0,4884,1463,3421,0,415,106,0,70287,"449,838",103.8
2131,6003,169,725,18.8,1340,602,738,0,136,33,0,20665,"132,255",30.5
2132,6004,199,683,22.5,1787,610,1177,0,154,45,0,27066,"173,224",40.0
2133,6005,189,670,17.5,3250,518,2732,0,117,72,0,37444,"239,645",55.5
2134,6006,1053,3845,26.2,5534,4526,906,102,1006,46,1,50072,"320,461",74.1
2135,6007,741,2871,23.5,4802,2902,1900,0,676,65,0,42537,"272,237",62.9
2136,6008,1540,5189,27.7,8952,6550,2402,0,1439,101,0,87173,"557,905",129.4
2137,6009,1966,5846,30.2,12321,8460,3357,504,1768,196,2,114352,"731,851",170.1
2138,6010,2346,6289,35.1,13537,9969,2233,1335,2210,132,4,105949,"678,073",157.3
2139,6011,1026,3476,26.7,6124,4554,1570,0,929,97,0,55938,"358,002",83.1
2140,6012,1030,3156,29.8,6103,4580,1315,208,942,87,1,50466,"322,985",75.0
2141,6014,2614,6984,35.6,14971,11914,2264,793,2484,126,4,117303,"750,738",174.2
2142,6015,1020,2283,40.5,6014,4718,1296,0,924,96,0,46040,"294,656",68.4
2143,6016,1109,3584,30.1,5412,4819,593,0,1078,31,0,49968,"319,796",73.9
2144,6017,487,2332,11.9,8273,1220,6857,196,277,209,1,137448,"879,669",208.0
2145,6018,5859,17701,32.2,28341,24979,2810,552,5708,149,2,242015,"1,548,894",359.9
2146,6019,2300,11767,19.1,11334,10007,1000,327,2245,53,2,98692,"631,631",146.6
2147,6020,3919,8759,43.6,19095,17372,1523,200,3817,101,1,139445,"892,447",206.4
2148,6021,3090,9392,30.9,18305,13234,4661,410,2906,183,1,186746,"1,195,176",278.3
2149,6022,1050,2166,48.2,4157,4087,70,0,1045,5,0,35268,"225,713",52.2
2150,6023,3129,5793,53.1,14390,13531,859,0,3077,52,0,102213,"654,166",151.3
2151,6024,2872,5619,50.6,11789,11321,468,0,2842,30,0,93386,"597,667",138.3
2152,6025,6279,12352,50.2,27567,26287,1280,0,6196,83,0,206710,"1,322,946",306.1
2153,6026,5250,8797,59.1,22489,21642,661,186,5200,49,1,151469,"969,403",224.3
2154,6027,8384,16403,50.2,38936,35263,3299,374,8236,147,1,314904,"2,015,387",466.5
2155,6028,5076,8940,55.9,25080,23715,1365,0,4999,77,0,149489,"956,727",221.6
2156,6029,413,1246,31.0,2112,1735,377,0,386,27,0,16910,"108,222",25.1
2157,6030,8316,16989,48.3,36136,33947,2046,143,8204,111,1,259228,"1,659,059",384.7
2158,6031,3963,8202,47.4,20169,18165,1804,200,3886,76,1,125323,"802,069",186.8
2159,6032,49,72,50.0,442,160,282,0,36,13,0,9521,"60,935",14.1
2160,6033,116,148,50.7,1584,369,1215,0,75,41,0,21002,"134,411",31.0
2161,6034,974,1604,60.2,4564,4457,107,0,965,9,0,15296,"97,895",22.8
2162,6035,2500,5603,44.0,11969,11030,738,201,2463,36,1,71216,"455,781",105.9
2163,6036,3061,8313,36.3,15153,14162,991,0,3018,43,0,118926,"761,125",177.1
2164,6037,985,1554,62.0,4633,4367,266,0,964,21,0,25770,"164,929",38.2
2165,6038,2554,5891,43.0,11882,11120,762,0,2531,23,0,53752,"344,011",80.1
2166,6041,552,1149,46.2,2803,2159,502,142,531,20,1,29149,"186,552",43.1
2167,6042,35,86,38.4,161,137,24,0,33,2,0,2639,"16,891",3.9
2168,6043,85,488,17.2,371,358,13,0,84,1,0,260,"1,662",0.4
2169,6044,394,1672,22.8,1818,1529,289,0,382,12,0,13508,"86,454",20.7
2170,6050,1738,5555,29.2,9422,7550,1872,0,1622,116,0,91595,"586,211",135.5
2171,6051,1034,5405,18.5,4821,4124,697,0,998,36,0,56084,"358,935",83.1
2172,6052,1501,4588,32.0,7763,6587,976,200,1468,32,1,67773,"433,749",100.3
2173,6053,2348,6828,32.6,12656,9481,3175,0,2223,125,0,132898,"850,550",199.0
2174,6054,3498,9782,34.8,17125,13952,2807,366,3401,95,2,162456,"1,039,720",242.3
2175,6055,7252,12609,55.9,41930,36642,4788,500,7048,202,2,221218,"1,415,794",329.7
2176,6056,7768,19566,38.2,38906,31867,6849,190,7474,293,1,356197,"2,279,658",528.7
2177,6057,3486,7304,46.7,15738,13701,1688,349,3412,73,1,145738,"932,722",212.6
2178,6058,2937,5972,48.2,13302,11343,1760,199,2878,58,1,137920,"882,687",202.7
2179,6059,3592,10716,32.9,16654,15718,936,0,3521,71,0,154394,"988,123",228.7
2180,6060,2267,12117,18.3,10929,9808,979,142,2216,50,1,127212,"814,155",188.3
2181,6061,3973,20553,19.1,16830,15605,1027,198,3931,41,1,207354,"1,327,063",307.5
2182,6062,5228,15197,33.5,25782,21699,4083,0,5093,135,0,236370,"1,512,771",350.0
2183,6063,3001,5197,57.1,13713,12708,875,130,2968,32,1,83622,"535,180",123.8
2184,6064,5043,12337,40.6,21558,20037,1322,199,5003,39,1,172334,"1,102,941",255.1
2185,6065,15281,27153,54.4,83265,66702,13460,3103,14773,497,11,624464,"3,996,571",933.1
2186,6066,3727,6817,54.3,16250,15701,549,0,3699,28,0,111401,"712,966",164.9
2187,6068,19,9,,284,42,242,0,11,8,0,260,"1,666",0.4
2188,6069,10149,20403,48.7,54713,46688,3426,4599,9936,209,4,334022,"2,137,742",496.7
2189,6070,762,1450,50.4,3560,3090,470,0,731,31,0,27784,"177,820",40.4
2190,6071,695,1337,50.3,3247,2842,405,0,673,22,0,31244,"199,962",45.4
2191,6072,194,362,52.2,797,737,60,0,189,5,0,7633,"48,854",11.1
2192,6073,690,1360,48.3,4053,2856,767,430,657,32,1,36717,"234,988",53.4
2193,6074,248,417,57.3,1125,1012,113,0,239,9,0,11355,"72,675",16.5
2194,6076,4511,9047,47.4,22000,17999,4001,0,4291,220,0,204243,"1,307,156",296.9
2195,6077,443,537,69.3,3423,1952,1471,0,372,71,0,33379,"213,626",49.5
2196,6078,178,364,37.1,1551,771,780,0,135,43,0,20563,"131,603",30.4
2197,6079,3,17,,20,20,0,0,3,0,0,1628,"10,419",2.4
2198,6081,993,1771,54.0,4752,4299,453,0,957,36,0,45773,"292,950",66.5
2199,6082,694,1368,49.2,3229,2909,320,0,673,21,0,32735,"209,502",47.6
2200,6083,951,1383,65.3,4703,3886,817,0,903,48,0,63524,"406,555",92.2
2201,6084,2232,3644,57.9,12353,10086,2267,0,2111,121,0,113127,"724,015",167.5
2202,6100,1448,6230,22.0,8667,5981,2099,587,1372,74,2,79051,"505,927",117.0
2203,6101,2062,7598,26.4,10118,8570,1548,0,2005,57,0,106376,"680,809",158.0
2204,6102,1198,6663,17.1,6630,4678,1952,0,1140,58,0,87319,"558,845",131.6
2205,6103,938,4193,21.6,4481,3642,839,0,905,33,0,53387,"341,678",79.0
2206,6104,2044,6916,27.8,11978,8027,3811,140,1925,118,1,138311,"885,187",204.9
2207,6105,2052,7415,26.5,12104,7998,3414,692,1965,86,1,187311,"1,198,793",281.6
2208,6107,7489,20644,35.3,37947,30544,6331,1072,7291,197,1,321740,"2,059,134",483.2
2209,6108,4714,9431,49.5,18845,17924,921,0,4673,41,0,146363,"936,723",219.5
2210,6109,2625,5029,49.2,14969,9996,3723,1250,2476,147,2,129164,"826,652",189.9
2211,6110,8575,19266,44.0,38344,36082,2262,0,8468,107,0,262949,"1,682,876",394.2
2212,6111,4590,10803,41.0,21598,18229,3369,0,4426,164,0,182893,"1,170,516",266.3
2213,6112,14290,30621,45.8,71577,65348,6229,0,14015,275,0,397184,"2,541,978",597.2
2214,6121,795,1013,70.7,4660,3397,1263,0,716,79,0,68842,"440,589",103.2
2215,6122,4974,9998,48.3,26612,23617,2795,200,4831,142,1,181197,"1,159,661",272.6
2216,6123,542,738,71.1,2841,2501,340,0,525,17,0,23266,"148,900",35.0
2217,6124,303,502,57.6,1448,1222,226,0,289,14,0,15508,"99,253",22.1
2218,6125,795,1254,57.3,4779,3298,1481,0,718,77,0,67817,"434,031",101.5
2219,6126,58,124,42.7,326,219,107,0,53,5,0,8367,"53,551",11.9
2220,6147,2704,6367,42.1,10806,10247,359,200,2681,22,1,91928,"588,341",137.8
2221,6148,3481,7660,44.8,15237,14304,933,0,3432,49,0,112267,"718,510",168.3
2222,6149,3938,6998,55.6,17862,16748,934,180,3888,49,1,127267,"814,508",190.8
2223,6150,2436,4860,49.3,11525,10404,953,168,2397,38,1,87018,"556,914",129.3
2224,6151,1692,8178,19.5,9257,7421,1836,0,1592,100,0,87157,"557,807",129.5
2225,6152,3332,11176,28.8,16135,14248,1694,193,3219,112,1,145229,"929,468",215.8
2226,6153,3112,8507,34.4,16610,13620,2865,125,2925,186,1,130115,"832,739",193.3
2227,6154,1866,4498,39.2,10693,7453,3240,0,1763,103,0,92001,"588,808",136.5
2228,6155,11597,17411,64.6,58261,46885,9522,1854,11254,338,5,484913,"3,103,446",734.7
2229,6156,2660,7627,33.5,13333,11386,1947,0,2556,104,0,105339,"674,169",156.4
2230,6157,1913,7316,25.4,8872,7796,1076,0,1859,54,0,90027,"576,174",134.1
2231,6158,1011,2809,34.6,5037,4362,675,0,972,39,0,41470,"265,407",61.6
2232,6159,301,1352,20.8,1657,1201,456,0,281,20,0,22791,"145,864",34.1
2233,6160,945,3872,23.1,4717,3523,1194,0,896,49,0,61233,"391,893",90.9
2234,6161,4,600,0.5,73,9,64,0,3,1,0,0,0,0.0
2235,6162,1850,5102,35.5,7932,7124,808,0,1810,40,0,69615,"445,533",103.4
2236,6163,9312,24153,36.9,50459,36144,11546,2769,8922,377,13,511674,"3,274,712",768.1
2237,6164,13376,24618,53.3,66269,58930,6438,901,13110,265,1,481533,"3,081,813",725.0
2238,6165,53,28,,2052,66,1986,0,15,38,0,47256,"302,439",73.0
2239,6166,1958,4666,40.1,11110,8747,2363,0,1870,88,0,120534,"771,417",181.5
2240,6167,5491,11824,45.4,26242,22176,2646,1420,5367,117,7,259336,"1,659,753",392.6
2241,6168,4967,12054,40.0,23230,17503,3743,1984,4821,145,1,229738,"1,470,323",347.0
2242,6169,8122,15539,51.8,33104,31349,1242,513,8052,68,2,254192,"1,626,826",377.8
2243,6170,3537,7362,47.5,17399,16791,608,0,3499,38,0,79035,"505,823",118.6
2244,6171,8887,18894,46.3,42076,39301,2775,0,8745,142,0,278150,"1,780,162",414.6
2245,6172,3247,4925,64.8,14269,12938,1191,140,3192,54,1,105477,"675,055",156.9
2246,6173,2770,4731,57.7,14449,12624,607,1218,2731,38,1,93814,"600,411",139.9
2247,6174,1089,2448,43.8,5399,5208,191,0,1072,17,0,28246,"180,774",42.0
2248,6175,900,1750,50.8,4103,3958,145,0,889,11,0,29045,"185,886",43.2
2249,6176,424,854,47.5,2373,2088,285,0,406,18,0,19715,"126,175",29.3
2250,6180,1650,2955,55.0,8294,7242,363,689,1625,23,2,48224,"308,633",71.9
2251,6181,156,157,89.8,2049,649,180,1220,141,14,1,8986,"57,511",13.3
2252,6207,346,533,59.1,2061,1540,521,0,315,31,0,18939,"121,208",27.0
2253,6208,3746,6886,53.2,16829,14637,1887,305,3663,81,2,148840,"952,576",222.5
2254,6209,478,950,47.9,2128,1845,283,0,455,23,0,30697,"196,460",45.5
2255,6210,18463,38775,46.8,77651,70574,6737,340,18144,317,2,615278,"3,937,781",916.7
2256,6211,2314,4349,52.2,10787,9958,829,0,2272,42,0,79471,"508,616",118.3
2257,6213,160,406,37.4,803,635,168,0,152,8,0,12451,"79,686",17.7
2258,6214,163,281,55.5,768,669,99,0,156,7,0,13600,"87,042",20.2
2259,6215,937,2093,43.4,4637,3938,699,0,908,29,0,73421,"469,894",105.1
2260,6218,133,192,64.6,657,519,138,0,124,9,0,10020,"64,130",14.3
2261,6220,962,2405,37.5,6036,3951,1588,497,903,57,2,70320,"450,049",100.0
2262,6221,52,116,37.9,320,199,121,0,44,8,0,7431,"47,555",10.8
2263,6223,36,103,33.0,206,174,32,0,34,2,0,4799,"30,714",7.0
2264,6224,247,496,46.8,1495,1024,471,0,232,15,0,16760,"107,265",24.5
2265,6225,1789,4396,39.7,7996,6858,1138,0,1745,44,0,141665,"906,653",207.4
